canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value
C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334697,=,=,nM,0.17,nM,0.17
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,=,=,nM,0.73,nM,0.73
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,=,=,nM,21.0,nM,21.0
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434827,=,=,nM,21.0,nM,21.0
Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,CHEMBL292287,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,CHEMBL64430,=,=,nM,5000.0,uM,5.0
CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,CHEMBL64068,>,>,nM,100000.0,uM,100.0
CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,CHEMBL62067,>,>,nM,100000.0,uM,100.0
CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,CHEMBL64814,>,>,nM,100000.0,uM,100.0
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL137082,=,=,nM,2.7,nM,2.7
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL137082,=,=,nM,156.0,nM,156.0
CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL299347,>,>,nM,50000.0,uM,50.0
COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,CHEMBL324926,=,=,nM,330.0,uM,0.33
CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL62176,=,=,nM,1000.0,uM,1.0
CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL109759,>,>,nM,5000.0,uM,5.0
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL138363,=,=,nM,1.6,nM,1.6
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL138363,=,=,nM,44.0,nM,44.0
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL93464,=,=,nM,0.55,nM,0.55
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL93464,=,=,nM,8.7,nM,8.7
CN(C)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL112080,,,nM,,uM,
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,=,=,nM,74.0,uM,0.074
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL344486,=,=,nM,2.7,nM,2.7
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL344486,=,=,nM,64.0,nM,64.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,=,=,nM,0.61,nM,0.61
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,=,=,nM,14.0,nM,14.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,CHEMBL138940,=,=,nM,14.0,nM,14.0
CN1CCN(Cc2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,CHEMBL112706,,,nM,,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,CHEMBL321193,=,=,nM,150.0,uM,0.15
CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL419022,=,=,nM,700.0,uM,0.7
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL344177,=,=,nM,0.69,nM,0.69
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL344177,=,=,nM,20.0,nM,20.0
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136178,=,=,nM,1.2,nM,1.2
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136178,=,=,nM,1039.0,nM,1039.0
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136511,=,=,nM,1.4,nM,1.4
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL136511,=,=,nM,2.7,nM,2.7
CC[N+]([O-])(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL320339,,,nM,,uM,
Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,CHEMBL64165,>,>,nM,100000.0,uM,100.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,=,=,nM,1000.0,uM,1.0
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL136102,=,=,nM,1.45,nM,1.45
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL136102,=,=,nM,193.0,nM,193.0
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL336264,=,=,nM,0.43,nM,0.43
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL336264,>,>,nM,500.0,nM,500.0
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL104153,=,=,nM,220.0,uM,0.22
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,CHEMBL95774,=,=,nM,80.0,uM,0.08
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,CHEMBL268868,=,=,nM,300.0,uM,0.3
COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,CHEMBL7352,>,>,nM,50000.0,uM,50.0
CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL7775,=,=,nM,8700.0,uM,8.7
COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,CHEMBL8222,>,>,nM,100000.0,uM,100.0
Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,CHEMBL60200,>,>,nM,100000.0,uM,100.0
CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,CHEMBL61119,=,=,nM,5300.0,uM,5.3
Cn1c(SSCc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL64231,>,>,nM,100000.0,uM,100.0
O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL335440,=,=,nM,93.5,nM,93.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,CHEMBL50647,=,=,nM,220.0,uM,0.22
COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL320705,=,=,nM,66.0,uM,0.066
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCN3CCOCC3)nc21,CHEMBL48172,>,>,nM,5000.0,uM,5.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,CHEMBL113863,=,=,nM,1000.0,uM,1.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,=,=,nM,1450.0,uM,1.45
CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21,CHEMBL62699,>,>,nM,100000.0,uM,100.0
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL92086,=,=,nM,1.2,nM,1.2
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL92086,=,=,nM,16.0,nM,16.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,CHEMBL109631,=,=,nM,190.0,uM,0.19
COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,CHEMBL294205,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,CHEMBL293913,=,=,nM,44000.0,uM,44.0
Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,CHEMBL7914,=,=,nM,2500.0,uM,2.5
O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,CHEMBL7929,>,>,nM,50000.0,uM,50.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,=,=,nM,1.1,nM,1.1
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,=,=,nM,57.0,nM,57.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL334801,=,=,nM,57.0,nM,57.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCO)nc21,CHEMBL111618,>,>,nM,5000.0,uM,5.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,CHEMBL325589,=,=,nM,510.0,uM,0.51
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL99024,=,=,nM,1040.0,uM,1.04
CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,CHEMBL59812,=,=,nM,20000.0,uM,20.0
O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434828,=,=,nM,9.1,nM,9.1
O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL434828,=,=,nM,77.0,nM,77.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,CHEMBL49596,=,=,nM,5600.0,uM,5.6
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(F)ccc21,CHEMBL63455,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,CHEMBL293250,=,=,nM,40500.0,uM,40.5
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,CHEMBL62701,=,=,nM,22300.0,uM,22.3
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,=,=,nM,0.91,nM,0.91
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,=,=,nM,3.4,nM,3.4
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL135142,=,=,nM,1.75,nM,1.75
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL135142,=,=,nM,35.0,nM,35.0
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL343722,=,=,nM,1.6,nM,1.6
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL343722,=,=,nM,120.0,nM,120.0
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,CHEMBL448154,=,=,nM,490.0,uM,0.49
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(Cl)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(Cl)cc21,CHEMBL303127,>,>,nM,100000.0,uM,100.0
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL50470,=,=,nM,1400.0,uM,1.4
CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CHEMBL104244,=,=,nM,210.0,uM,0.21
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,CHEMBL293889,=,=,nM,4300.0,uM,4.3
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,CHEMBL61278,>,>,nM,100000.0,uM,100.0
N#Cc1ccc(Nc2cc3c(cc2Nc2ccc(C#N)cc2)C(=O)NC3=O)cc1,CHEMBL267869,>,>,nM,100000.0,uM,100.0
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,=,=,nM,2.4,nM,2.4
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,=,=,nM,108.0,nM,108.0
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL140561,=,=,nM,108.0,nM,108.0
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL345077,=,=,nM,4.6,nM,4.6
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL345077,=,=,nM,340.0,nM,340.0
CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL107472,=,=,nM,7500.0,uM,7.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccn3)nc21,CHEMBL326041,>,>,nM,5000.0,uM,5.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(Cl)cc3)nc21,CHEMBL111247,>,>,nM,5000.0,uM,5.0
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139044,=,=,nM,1.1,nM,1.1
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139044,=,=,nM,27.0,nM,27.0
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139095,=,=,nM,0.76,nM,0.76
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL139095,=,=,nM,2.4,nM,2.4
CC[N+](C)(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1.[I-],CHEMBL324543,,,nM,,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,CHEMBL113070,=,=,nM,80.0,uM,0.08
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(O)nc21,CHEMBL109725,,,nM,,uM,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,CHEMBL104779,=,=,nM,910.0,uM,0.91
Cn1c(SSc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL64781,>,>,nM,100000.0,uM,100.0
O=C1NC(=O)c2cc3c(cc21)N(c1ccccc1)CCN3c1ccccc1,CHEMBL266255,>,>,nM,100000.0,uM,100.0
O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL134371,=,=,nM,0.37,nM,0.37
O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL134371,>,>,nM,500.0,nM,500.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,CHEMBL301612,=,=,nM,260.0,uM,0.26
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,CHEMBL293251,=,=,nM,11400.0,uM,11.4
COc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC)ccc3n1C)n2C,CHEMBL294341,>,>,nM,100000.0,uM,100.0
COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1,CHEMBL60472,=,=,nM,3600.0,uM,3.6
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,CHEMBL342828,=,=,nM,0.56,nM,0.56
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,CHEMBL342828,=,=,nM,14.0,nM,14.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,CHEMBL342828,=,=,nM,14.0,nM,14.0
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CHEMBL299194,=,=,nM,8700.0,uM,8.7
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCc3ccccn3)nc21,CHEMBL323699,>,>,nM,5000.0,uM,5.0
CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12,CHEMBL291359,=,=,nM,9900.0,uM,9.9
CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL109296,=,=,nM,4500.0,uM,4.5
Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL111339,=,=,nM,480.0,uM,0.48
CCOC(=O)c1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL109525,>,>,nM,50000.0,uM,50.0
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,CHEMBL7939,=,=,nM,700.0,uM,0.7
O=C1NC(=O)c2cc(Nc3ccc(I)cc3)c(Nc3ccc(I)cc3)cc21,CHEMBL8163,>,>,nM,50000.0,uM,50.0
COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,CHEMBL8095,=,=,nM,2000.0,uM,2.0
CC(=O)N(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL268441,>,>,nM,50000.0,uM,50.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL345109,=,=,nM,0.44,nM,0.44
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL345109,=,=,nM,59.0,nM,59.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL345109,=,=,nM,59.0,nM,59.0
CN(C)CCCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL110905,,,nM,,uM,
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,=,=,nM,83.0,uM,0.083
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21,CHEMBL293986,=,=,nM,100000.0,uM,100.0
CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,CHEMBL8223,=,=,nM,50000.0,uM,50.0
CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,CHEMBL8036,>,>,nM,50000.0,uM,50.0
CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL332269,=,=,nM,4400.0,uM,4.4
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,CHEMBL300936,>,>,nM,25000.0,nM,25000.0
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,=,=,nM,7600.0,nM,7600.0
Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL14932,=,=,nM,98.0,nM,98.0
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,CHEMBL38199,=,=,nM,3.7,nM,3.7
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,CHEMBL38199,=,=,nM,192.0,nM,192.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,=,=,nM,1.0,uM,0.001
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,1.0,uM,0.001
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,CHEMBL29197,=,=,nM,0.025,nM,0.025
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL287007,=,=,nM,2.6,nM,2.6
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL287007,=,=,nM,9.7,nM,9.7
Brc1cccc(Nc2ccnc3ccccc23)c1,CHEMBL37346,=,=,nM,5500.0,nM,5500.0
Brc1cccc(Nc2nccc3ccccc23)c1,CHEMBL39563,>,>,nM,100000.0,nM,100000.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL15346,=,=,nM,74.0,nM,74.0
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL15202,=,=,nM,68.0,nM,68.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,=,=,nM,10.0,uM,0.01
O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL36819,=,=,nM,53.0,nM,53.0
O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL36819,=,=,nM,1196.0,nM,1196.0
Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,CHEMBL40130,=,=,nM,3.7,nM,3.7
Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,CHEMBL40130,=,=,nM,16.0,nM,16.0
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,CHEMBL35820,=,=,nM,0.006,nM,0.006
O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,CHEMBL14627,=,=,nM,74.0,nM,74.0
Brc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL290096,=,=,nM,27.0,nM,27.0
COc1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL289787,>,>,nM,10000.0,nM,10000.0
Cc1nc(Nc2cccc(Br)c2)c2ccccc2n1,CHEMBL37099,>,>,nM,10000.0,nM,10000.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL460731,=,=,nM,20.0,nM,20.0
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL37543,=,=,nM,12.0,nM,12.0
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL37543,=,=,nM,318.0,nM,318.0
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL287289,=,=,nM,21.0,nM,21.0
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL287289,=,=,nM,230.0,nM,230.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CHEMBL514436,=,=,nM,27.0,nM,27.0
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL39320,=,=,nM,0.37,nM,0.37
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL39320,=,=,nM,13.0,nM,13.0
O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL289162,=,=,nM,5.1,nM,5.1
O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL289162,=,=,nM,1780.0,nM,1780.0
CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL14952,=,=,nM,104.0,nM,104.0
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL37373,=,=,nM,41.0,nM,41.0
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL37373,=,=,nM,145.0,nM,145.0
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL39715,=,=,nM,3.4,nM,3.4
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL39715,=,=,nM,9.6,nM,9.6
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL289213,=,=,nM,0.72,nM,0.72
